Rule,Pattern,Relation1,Relation2,Relation3,Count,Body_Count,Support,Confidence
"greatGrandsonOf(A,B) ∧ grandsonOf(C,B) → nephewOf(A,C)",A→[greatGrandsonOf]B←[grandsonOf]C ⇒ A→[nephewOf]C,greatGrandsonOf,grandsonOf,nephewOf,474,498,0.034295637074017796,0.9518072289156626
"grandsonOf(A,B) ∧ greatGrandsonOf(C,B) → uncleOf(A,C)",A→[grandsonOf]B←[greatGrandsonOf]C ⇒ A→[uncleOf]C,grandsonOf,greatGrandsonOf,uncleOf,474,500,0.034295637074017796,0.948
"greatGrandmotherOf(A,B) ∧ motherOf(C,B) → grandmotherOf(A,C)",A→[greatGrandmotherOf]B←[motherOf]C ⇒ A→[grandmotherOf]C,greatGrandmotherOf,motherOf,grandmotherOf,252,266,0.018233123507705666,0.9473684210526315
"nephewOf(A,B) ∧ nieceOf(C,B) → boyCousinOf(A,C)",A→[nephewOf]B←[nieceOf]C ⇒ A→[boyCousinOf]C,nephewOf,nieceOf,boyCousinOf,281,299,0.02033137978438608,0.939799331103679
"secondUncleOf(A,B) ∧ fatherOf(C,B) → boyCousinOf(A,C)",A→[secondUncleOf]B←[fatherOf]C ⇒ A→[boyCousinOf]C,secondUncleOf,fatherOf,boyCousinOf,71,76,0.005137110194631358,0.9342105263157895
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → nieceOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A→[nieceOf]C,girlFirstCousinOnceRemovedOf,boyCousinOf,nieceOf,139,149,0.010057159395123362,0.9328859060402684
"secondAuntOf(A,B) ∧ motherOf(C,B) → girlCousinOf(A,C)",A→[secondAuntOf]B←[motherOf]C ⇒ A→[girlCousinOf]C,secondAuntOf,motherOf,girlCousinOf,79,85,0.0057159395123363,0.9294117647058824
"greatGranddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → sisterOf(A,C)",A→[greatGranddaughterOf]B←[greatGrandsonOf]C ⇒ A→[sisterOf]C,greatGranddaughterOf,greatGrandsonOf,sisterOf,450,486,0.03255914912090297,0.9259259259259259
"girlSecondCousinOf(A,B) ∧ secondUncleOf(C,B) → nieceOf(A,C)",A→[girlSecondCousinOf]B←[secondUncleOf]C ⇒ A→[nieceOf]C,girlSecondCousinOf,secondUncleOf,nieceOf,50,54,0.003617683235655886,0.9259259259259259
"greatGranddaughterOf(A,B) ∧ greatGrandsonOf(C,B) → girlCousinOf(A,C)",A→[greatGranddaughterOf]B←[greatGrandsonOf]C ⇒ A→[girlCousinOf]C,greatGranddaughterOf,greatGrandsonOf,girlCousinOf,448,486,0.03241444179147674,0.9218106995884774
"brotherOf(A,B) ∧ nieceOf(C,B) → fatherOf(A,C)",A→[brotherOf]B←[nieceOf]C ⇒ A→[fatherOf]C,brotherOf,nieceOf,fatherOf,199,216,0.014398379277910427,0.9212962962962963
"sonOf(A,B) ∧ grandsonOf(C,B) → uncleOf(A,C)",A→[sonOf]B←[grandsonOf]C ⇒ A→[uncleOf]C,sonOf,grandsonOf,uncleOf,310,337,0.02242963606106649,0.9198813056379822
"boySecondCousinOf(A,B) ∧ greatUncleOf(C,B) → grandsonOf(A,C)",A→[boySecondCousinOf]B←[greatUncleOf]C ⇒ A→[grandsonOf]C,boySecondCousinOf,greatUncleOf,grandsonOf,22,24,0.0015917806236885898,0.9166666666666666
"greatGranddaughterOf(A,B) ∧ greatGranddaughterOf(C,B) → girlCousinOf(A,C)",A→[greatGranddaughterOf]B←[greatGranddaughterOf]C ⇒ A→[girlCousinOf]C,greatGranddaughterOf,greatGranddaughterOf,girlCousinOf,472,516,0.034150929744591565,0.9147286821705426
"greatGrandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → brotherOf(A,C)",A→[greatGrandsonOf]B←[greatGranddaughterOf]C ⇒ A→[brotherOf]C,greatGrandsonOf,greatGranddaughterOf,brotherOf,450,492,0.03255914912090297,0.9146341463414634
"auntOf(A,B) ∧ boyCousinOf(C,B) → auntOf(A,C)",A→[auntOf]B←[boyCousinOf]C ⇒ A→[auntOf]C,auntOf,boyCousinOf,auntOf,302,331,0.02185080674336155,0.9123867069486404
"grandsonOf(A,B) ∧ sonOf(C,B) → sonOf(A,C)",A→[grandsonOf]B←[sonOf]C ⇒ A→[sonOf]C,grandsonOf,sonOf,sonOf,265,291,0.019173721148976197,0.9106529209621993
"greatGrandsonOf(A,B) ∧ greatGranddaughterOf(C,B) → boyCousinOf(A,C)",A→[greatGrandsonOf]B←[greatGranddaughterOf]C ⇒ A→[boyCousinOf]C,greatGrandsonOf,greatGranddaughterOf,boyCousinOf,448,492,0.03241444179147674,0.9105691056910569
"fatherOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatUncleOf(A,C)",A→[fatherOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatUncleOf]C,fatherOf,girlFirstCousinOnceRemovedOf,greatUncleOf,50,55,0.003617683235655886,0.9090909090909091
"daughterOf(A,B) ∧ greatGranddaughterOf(C,B) → grandmotherOf(A,C)",A→[daughterOf]B←[greatGranddaughterOf]C ⇒ A→[grandmotherOf]C,daughterOf,greatGranddaughterOf,grandmotherOf,204,225,0.014760147601476014,0.9066666666666666
"grandfatherOf(A,B) ∧ motherOf(C,B) → fatherOf(A,C)",A→[grandfatherOf]B←[motherOf]C ⇒ A→[fatherOf]C,grandfatherOf,motherOf,fatherOf,309,342,0.022357282396353376,0.9035087719298246
"motherOf(A,B) ∧ greatGrandmotherOf(C,B) → granddaughterOf(A,C)",A→[motherOf]B←[greatGrandmotherOf]C ⇒ A→[granddaughterOf]C,motherOf,greatGrandmotherOf,granddaughterOf,252,281,0.018233123507705666,0.896797153024911
"secondUncleOf(A,B) ∧ boySecondCousinOf(C,B) → fatherOf(A,C)",A→[secondUncleOf]B←[boySecondCousinOf]C ⇒ A→[fatherOf]C,secondUncleOf,boySecondCousinOf,fatherOf,43,48,0.003111207582664062,0.8958333333333334
"sonOf(A,B) ∧ granddaughterOf(C,B) → fatherOf(A,C)",A→[sonOf]B←[granddaughterOf]C ⇒ A→[fatherOf]C,sonOf,granddaughterOf,fatherOf,266,297,0.019246074813689312,0.8956228956228957
"nieceOf(A,B) ∧ nieceOf(C,B) → girlCousinOf(A,C)",A→[nieceOf]B←[nieceOf]C ⇒ A→[girlCousinOf]C,nieceOf,nieceOf,girlCousinOf,322,360,0.023297880037623904,0.8944444444444445
"motherOf(A,B) ∧ greatGrandfatherOf(C,B) → granddaughterOf(A,C)",A→[motherOf]B←[greatGrandfatherOf]C ⇒ A→[granddaughterOf]C,motherOf,greatGrandfatherOf,granddaughterOf,252,284,0.018233123507705666,0.8873239436619719
"grandfatherOf(A,B) ∧ secondUncleOf(C,B) → uncleOf(A,C)",A→[grandfatherOf]B←[secondUncleOf]C ⇒ A→[uncleOf]C,grandfatherOf,secondUncleOf,uncleOf,78,88,0.005643585847623182,0.8863636363636364
"grandmotherOf(A,B) ∧ motherOf(C,B) → motherOf(A,C)",A→[grandmotherOf]B←[motherOf]C ⇒ A→[motherOf]C,grandmotherOf,motherOf,motherOf,309,349,0.022357282396353376,0.8853868194842407
"grandmotherOf(A,B) ∧ boySecondCousinOf(C,B) → greatAuntOf(A,C)",A→[grandmotherOf]B←[boySecondCousinOf]C ⇒ A→[greatAuntOf]C,grandmotherOf,boySecondCousinOf,greatAuntOf,23,26,0.0016641342884017075,0.8846153846153846
"secondUncleOf(A,B) ∧ grandmotherOf(C,B) → nephewOf(A,C)",A→[secondUncleOf]B←[grandmotherOf]C ⇒ A→[nephewOf]C,secondUncleOf,grandmotherOf,nephewOf,80,91,0.005788293177049418,0.8791208791208791
"motherOf(A,B) ∧ auntOf(C,B) → sisterOf(A,C)",A→[motherOf]B←[auntOf]C ⇒ A→[sisterOf]C,motherOf,auntOf,sisterOf,232,264,0.016786050213443312,0.8787878787878788
"grandfatherOf(A,B) ∧ fatherOf(C,B) → fatherOf(A,C)",A→[grandfatherOf]B←[fatherOf]C ⇒ A→[fatherOf]C,grandfatherOf,fatherOf,fatherOf,338,385,0.02445553867303379,0.8779220779220779
"auntOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → greatAuntOf(A,C)",A→[auntOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[greatAuntOf]C,auntOf,boyFirstCousinOnceRemovedOf,greatAuntOf,122,139,0.008827147095000362,0.8776978417266187
"greatAuntOf(A,B) ∧ motherOf(C,B) → auntOf(A,C)",A→[greatAuntOf]B←[motherOf]C ⇒ A→[auntOf]C,greatAuntOf,motherOf,auntOf,121,138,0.008754793430287244,0.8768115942028986
"grandmotherOf(A,B) ∧ secondAuntOf(C,B) → auntOf(A,C)",A→[grandmotherOf]B←[secondAuntOf]C ⇒ A→[auntOf]C,grandmotherOf,secondAuntOf,auntOf,89,102,0.006439476159467477,0.8725490196078431
"fatherOf(A,B) ∧ boyCousinOf(C,B) → uncleOf(A,C)",A→[fatherOf]B←[boyCousinOf]C ⇒ A→[uncleOf]C,fatherOf,boyCousinOf,uncleOf,136,156,0.00984009840098401,0.8717948717948718
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boyCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[boyCousinOf]C,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,boyCousinOf,47,54,0.0034006222415165327,0.8703703703703703
"grandmotherOf(A,B) ∧ fatherOf(C,B) → motherOf(A,C)",A→[grandmotherOf]B←[fatherOf]C ⇒ A→[motherOf]C,grandmotherOf,fatherOf,motherOf,338,389,0.02445553867303379,0.8688946015424165
"boyFirstCousinOnceRemovedOf(A,B) ∧ uncleOf(C,B) → grandsonOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[uncleOf]C ⇒ A→[grandsonOf]C,boyFirstCousinOnceRemovedOf,uncleOf,grandsonOf,66,76,0.00477534187106577,0.868421052631579
"sonOf(A,B) ∧ greatGrandsonOf(C,B) → greatUncleOf(A,C)",A→[sonOf]B←[greatGrandsonOf]C ⇒ A→[greatUncleOf]C,sonOf,greatGrandsonOf,greatUncleOf,174,201,0.012589537660082483,0.8656716417910447
"motherOf(A,B) ∧ greatAuntOf(C,B) → nieceOf(A,C)",A→[motherOf]B←[greatAuntOf]C ⇒ A→[nieceOf]C,motherOf,greatAuntOf,nieceOf,121,140,0.008754793430287244,0.8642857142857143
"greatAuntOf(A,B) ∧ grandfatherOf(C,B) → sisterOf(A,C)",A→[greatAuntOf]B←[grandfatherOf]C ⇒ A→[sisterOf]C,greatAuntOf,grandfatherOf,sisterOf,200,232,0.014470732942623543,0.8620689655172413
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → nieceOf(A,C)",A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A→[nieceOf]C,girlSecondCousinOf,secondAuntOf,nieceOf,43,50,0.003111207582664062,0.86
"girlSecondCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → girlCousinOf(A,C)",A→[girlSecondCousinOf]B←[girlSecondCousinOf]C ⇒ A→[girlCousinOf]C,girlSecondCousinOf,girlSecondCousinOf,girlCousinOf,18,21,0.001302365964836119,0.8571428571428571
"auntOf(A,B) ∧ fatherOf(C,B) → sisterOf(A,C)",A→[auntOf]B←[fatherOf]C ⇒ A→[sisterOf]C,auntOf,fatherOf,sisterOf,253,297,0.018305477172418785,0.8518518518518519
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → brotherOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[brotherOf]C,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,brotherOf,46,54,0.003328268576803415,0.8518518518518519
"greatGrandsonOf(A,B) ∧ greatGrandsonOf(C,B) → boyCousinOf(A,C)",A→[greatGrandsonOf]B←[greatGrandsonOf]C ⇒ A→[boyCousinOf]C,greatGrandsonOf,greatGrandsonOf,boyCousinOf,352,416,0.025468489979017437,0.8461538461538461
"motherOf(A,B) ∧ grandfatherOf(C,B) → daughterOf(A,C)",A→[motherOf]B←[grandfatherOf]C ⇒ A→[daughterOf]C,motherOf,grandfatherOf,daughterOf,319,378,0.02308081904348455,0.843915343915344
"uncleOf(A,B) ∧ boyCousinOf(C,B) → fatherOf(A,C)",A→[uncleOf]B←[boyCousinOf]C ⇒ A→[fatherOf]C,uncleOf,boyCousinOf,fatherOf,160,193,0.011576586354098835,0.8290155440414507
"grandsonOf(A,B) ∧ granddaughterOf(C,B) → boyCousinOf(A,C)",A→[grandsonOf]B←[granddaughterOf]C ⇒ A→[boyCousinOf]C,grandsonOf,granddaughterOf,boyCousinOf,418,506,0.030243831850083207,0.8260869565217391
"nephewOf(A,B) ∧ nephewOf(C,B) → boyCousinOf(A,C)",A→[nephewOf]B←[nephewOf]C ⇒ A→[boyCousinOf]C,nephewOf,nephewOf,boyCousinOf,226,274,0.016351928225164604,0.8248175182481752
"brotherOf(A,B) ∧ nephewOf(C,B) → fatherOf(A,C)",A→[brotherOf]B←[nephewOf]C ⇒ A→[fatherOf]C,brotherOf,nephewOf,fatherOf,232,282,0.016786050213443312,0.8226950354609929
"auntOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → grandmotherOf(A,C)",A→[auntOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[grandmotherOf]C,auntOf,boyFirstCousinOnceRemovedOf,grandmotherOf,114,139,0.00824831777729542,0.8201438848920863
"daughterOf(A,B) ∧ greatGrandsonOf(C,B) → greatAuntOf(A,C)",A→[daughterOf]B←[greatGrandsonOf]C ⇒ A→[greatAuntOf]C,daughterOf,greatGrandsonOf,greatAuntOf,244,298,0.017654294190000724,0.8187919463087249
"girlFirstCousinOnceRemovedOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → sisterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[sisterOf]C,girlFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,sisterOf,52,64,0.0037623905650821213,0.8125
"greatAuntOf(A,B) ∧ secondUncleOf(C,B) → auntOf(A,C)",A→[greatAuntOf]B←[secondUncleOf]C ⇒ A→[auntOf]C,greatAuntOf,secondUncleOf,auntOf,99,122,0.007163012806598654,0.8114754098360656
"secondAuntOf(A,B) ∧ grandmotherOf(C,B) → nieceOf(A,C)",A→[secondAuntOf]B←[grandmotherOf]C ⇒ A→[nieceOf]C,secondAuntOf,grandmotherOf,nieceOf,89,111,0.006439476159467477,0.8018018018018018
"greatUncleOf(A,B) ∧ greatGrandmotherOf(C,B) → sonOf(A,C)",A→[greatUncleOf]B←[greatGrandmotherOf]C ⇒ A→[sonOf]C,greatUncleOf,greatGrandmotherOf,sonOf,131,164,0.00947833007741842,0.7987804878048781
"uncleOf(A,B) ∧ girlCousinOf(C,B) → fatherOf(A,C)",A→[uncleOf]B←[girlCousinOf]C ⇒ A→[fatherOf]C,uncleOf,girlCousinOf,fatherOf,156,197,0.011287171695246364,0.7918781725888325
"greatAuntOf(A,B) ∧ secondAuntOf(C,B) → motherOf(A,C)",A→[greatAuntOf]B←[secondAuntOf]C ⇒ A→[motherOf]C,greatAuntOf,secondAuntOf,motherOf,95,120,0.006873598147746183,0.7916666666666666
"motherOf(A,B) ∧ girlSecondCousinOf(C,B) → secondAuntOf(A,C)",A→[motherOf]B←[girlSecondCousinOf]C ⇒ A→[secondAuntOf]C,motherOf,girlSecondCousinOf,secondAuntOf,19,24,0.0013747196295492367,0.7916666666666666
"sonOf(A,B) ∧ grandsonOf(C,B) → fatherOf(A,C)",A→[sonOf]B←[grandsonOf]C ⇒ A→[fatherOf]C,sonOf,grandsonOf,fatherOf,266,337,0.019246074813689312,0.7893175074183977
"girlCousinOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → auntOf(A,C)",A→[girlCousinOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[auntOf]C,girlCousinOf,girlFirstCousinOnceRemovedOf,auntOf,106,135,0.007669488459590478,0.7851851851851852
"grandmotherOf(A,B) ∧ secondUncleOf(C,B) → auntOf(A,C)",A→[grandmotherOf]B←[secondUncleOf]C ⇒ A→[auntOf]C,grandmotherOf,secondUncleOf,auntOf,80,102,0.005788293177049418,0.7843137254901961
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlCousinOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[girlCousinOf]C,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,girlCousinOf,47,60,0.0034006222415165327,0.7833333333333333
"daughterOf(A,B) ∧ greatGrandsonOf(C,B) → grandmotherOf(A,C)",A→[daughterOf]B←[greatGrandsonOf]C ⇒ A→[grandmotherOf]C,daughterOf,greatGrandsonOf,grandmotherOf,233,298,0.016858403878156427,0.7818791946308725
"uncleOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → greatUncleOf(A,C)",A→[uncleOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[greatUncleOf]C,uncleOf,girlFirstCousinOnceRemovedOf,greatUncleOf,67,86,0.004847695535778887,0.7790697674418605
"greatUncleOf(A,B) ∧ secondAuntOf(C,B) → uncleOf(A,C)",A→[greatUncleOf]B←[secondAuntOf]C ⇒ A→[uncleOf]C,greatUncleOf,secondAuntOf,uncleOf,77,99,0.0055712321829100644,0.7777777777777778
"nieceOf(A,B) ∧ nephewOf(C,B) → girlCousinOf(A,C)",A→[nieceOf]B←[nephewOf]C ⇒ A→[girlCousinOf]C,nieceOf,nephewOf,girlCousinOf,281,363,0.02033137978438608,0.7741046831955923
"uncleOf(A,B) ∧ fatherOf(C,B) → brotherOf(A,C)",A→[uncleOf]B←[fatherOf]C ⇒ A→[brotherOf]C,uncleOf,fatherOf,brotherOf,178,230,0.012878952318934954,0.7739130434782608
"greatUncleOf(A,B) ∧ fatherOf(C,B) → uncleOf(A,C)",A→[greatUncleOf]B←[fatherOf]C ⇒ A→[uncleOf]C,greatUncleOf,fatherOf,uncleOf,101,131,0.0073077201360248895,0.7709923664122137
"girlCousinOf(A,B) ∧ fatherOf(C,B) → nieceOf(A,C)",A→[girlCousinOf]B←[fatherOf]C ⇒ A→[nieceOf]C,girlCousinOf,fatherOf,nieceOf,180,234,0.01302365964836119,0.7692307692307693
"granddaughterOf(A,B) ∧ sonOf(C,B) → daughterOf(A,C)",A→[granddaughterOf]B←[sonOf]C ⇒ A→[daughterOf]C,granddaughterOf,sonOf,daughterOf,273,355,0.01975255046668114,0.7690140845070422
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → sisterOf(A,C)",A→[girlFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[sisterOf]C,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,sisterOf,46,60,0.003328268576803415,0.7666666666666667
"sonOf(A,B) ∧ greatGranddaughterOf(C,B) → greatUncleOf(A,C)",A→[sonOf]B←[greatGranddaughterOf]C ⇒ A→[greatUncleOf]C,sonOf,greatGranddaughterOf,greatUncleOf,166,217,0.012010708342377541,0.7649769585253456
"greatAuntOf(A,B) ∧ greatGrandmotherOf(C,B) → daughterOf(A,C)",A→[greatAuntOf]B←[greatGrandmotherOf]C ⇒ A→[daughterOf]C,greatAuntOf,greatGrandmotherOf,daughterOf,182,238,0.013168366977787425,0.7647058823529411
"sisterOf(A,B) ∧ nieceOf(C,B) → motherOf(A,C)",A→[sisterOf]B←[nieceOf]C ⇒ A→[motherOf]C,sisterOf,nieceOf,motherOf,246,323,0.017799001519426958,0.7616099071207431
"granddaughterOf(A,B) ∧ granddaughterOf(C,B) → girlCousinOf(A,C)",A→[granddaughterOf]B←[granddaughterOf]C ⇒ A→[girlCousinOf]C,granddaughterOf,granddaughterOf,girlCousinOf,472,622,0.034150929744591565,0.7588424437299035
"boySecondCousinOf(A,B) ∧ secondUncleOf(C,B) → nephewOf(A,C)",A→[boySecondCousinOf]B←[secondUncleOf]C ⇒ A→[nephewOf]C,boySecondCousinOf,secondUncleOf,nephewOf,53,70,0.003834744229795239,0.7571428571428571
"greatUncleOf(A,B) ∧ secondUncleOf(C,B) → uncleOf(A,C)",A→[greatUncleOf]B←[secondUncleOf]C ⇒ A→[uncleOf]C,greatUncleOf,secondUncleOf,uncleOf,77,102,0.0055712321829100644,0.7549019607843137
"boySecondCousinOf(A,B) ∧ fatherOf(C,B) → boyFirstCousinOnceRemovedOf(A,C)",A→[boySecondCousinOf]B←[fatherOf]C ⇒ A→[boyFirstCousinOnceRemovedOf]C,boySecondCousinOf,fatherOf,boyFirstCousinOnceRemovedOf,30,40,0.0021706099413935317,0.75
"auntOf(A,B) ∧ girlCousinOf(C,B) → motherOf(A,C)",A→[auntOf]B←[girlCousinOf]C ⇒ A→[motherOf]C,auntOf,girlCousinOf,motherOf,238,319,0.017220172201722016,0.7460815047021944
"greatAuntOf(A,B) ∧ boySecondCousinOf(C,B) → greatAuntOf(A,C)",A→[greatAuntOf]B←[boySecondCousinOf]C ⇒ A→[greatAuntOf]C,greatAuntOf,boySecondCousinOf,greatAuntOf,32,43,0.002315317270819767,0.7441860465116279
"secondUncleOf(A,B) ∧ grandfatherOf(C,B) → nephewOf(A,C)",A→[secondUncleOf]B←[grandfatherOf]C ⇒ A→[nephewOf]C,secondUncleOf,grandfatherOf,nephewOf,78,105,0.005643585847623182,0.7428571428571429
"greatGrandmotherOf(A,B) ∧ grandfatherOf(C,B) → motherOf(A,C)",A→[greatGrandmotherOf]B←[grandfatherOf]C ⇒ A→[motherOf]C,greatGrandmotherOf,grandfatherOf,motherOf,287,387,0.020765501772664785,0.7416020671834626
"uncleOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → grandfatherOf(A,C)",A→[uncleOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[grandfatherOf]C,uncleOf,boyFirstCousinOnceRemovedOf,grandfatherOf,66,89,0.00477534187106577,0.7415730337078652
"boyCousinOf(A,B) ∧ girlCousinOf(C,B) → boyCousinOf(A,C)",A→[boyCousinOf]B←[girlCousinOf]C ⇒ A→[boyCousinOf]C,boyCousinOf,girlCousinOf,boyCousinOf,184,249,0.01331307430721366,0.7389558232931727
"secondUncleOf(A,B) ∧ secondUncleOf(C,B) → boyCousinOf(A,C)",A→[secondUncleOf]B←[secondUncleOf]C ⇒ A→[boyCousinOf]C,secondUncleOf,secondUncleOf,boyCousinOf,48,65,0.0034729759062296505,0.7384615384615385
"greatUncleOf(A,B) ∧ grandmotherOf(C,B) → brotherOf(A,C)",A→[greatUncleOf]B←[grandmotherOf]C ⇒ A→[brotherOf]C,greatUncleOf,grandmotherOf,brotherOf,104,141,0.007524781130164243,0.7375886524822695
"grandsonOf(A,B) ∧ grandsonOf(C,B) → boyCousinOf(A,C)",A→[grandsonOf]B←[grandsonOf]C ⇒ A→[boyCousinOf]C,grandsonOf,grandsonOf,boyCousinOf,364,494,0.02633673395557485,0.7368421052631579
"greatUncleOf(A,B) ∧ secondUncleOf(C,B) → fatherOf(A,C)",A→[greatUncleOf]B←[secondUncleOf]C ⇒ A→[fatherOf]C,greatUncleOf,secondUncleOf,fatherOf,75,102,0.005426524853483829,0.7352941176470589
"greatGrandmotherOf(A,B) ∧ grandmotherOf(C,B) → motherOf(A,C)",A→[greatGrandmotherOf]B←[grandmotherOf]C ⇒ A→[motherOf]C,greatGrandmotherOf,grandmotherOf,motherOf,256,351,0.018522538166558137,0.7293447293447294
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → boyCousinOf(A,C)",A→[boyFirstCousinOnceRemovedOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A→[boyCousinOf]C,boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,boyCousinOf,50,69,0.003617683235655886,0.7246376811594203
"boyCousinOf(A,B) ∧ fatherOf(C,B) → nephewOf(A,C)",A→[boyCousinOf]B←[fatherOf]C ⇒ A→[nephewOf]C,boyCousinOf,fatherOf,nephewOf,136,189,0.00984009840098401,0.7195767195767195
"greatUncleOf(A,B) ∧ grandfatherOf(C,B) → brotherOf(A,C)",A→[greatUncleOf]B←[grandfatherOf]C ⇒ A→[brotherOf]C,greatUncleOf,grandfatherOf,brotherOf,133,186,0.009623037406844656,0.7150537634408602
"grandsonOf(A,B) ∧ daughterOf(C,B) → sonOf(A,C)",A→[grandsonOf]B←[daughterOf]C ⇒ A→[sonOf]C,grandsonOf,daughterOf,sonOf,194,272,0.014036610954344837,0.7132352941176471
"greatGrandfatherOf(A,B) ∧ grandfatherOf(C,B) → fatherOf(A,C)",A→[greatGrandfatherOf]B←[grandfatherOf]C ⇒ A→[fatherOf]C,greatGrandfatherOf,grandfatherOf,fatherOf,287,405,0.020765501772664785,0.7086419753086419
"daughterOf(A,B) ∧ granddaughterOf(C,B) → motherOf(A,C)",A→[daughterOf]B←[granddaughterOf]C ⇒ A→[motherOf]C,daughterOf,granddaughterOf,motherOf,259,366,0.01873959916069749,0.7076502732240437
"greatGrandfatherOf(A,B) ∧ grandmotherOf(C,B) → fatherOf(A,C)",A→[greatGrandfatherOf]B←[grandmotherOf]C ⇒ A→[fatherOf]C,greatGrandfatherOf,grandmotherOf,fatherOf,256,363,0.018522538166558137,0.7052341597796143
"secondAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → motherOf(A,C)",A→[secondAuntOf]B←[girlSecondCousinOf]C ⇒ A→[motherOf]C,secondAuntOf,girlSecondCousinOf,motherOf,31,44,0.0022429636061066494,0.7045454545454546
"boyCousinOf(A,B) ∧ boyCousinOf(C,B) → boyCousinOf(A,C)",A→[boyCousinOf]B←[boyCousinOf]C ⇒ A→[boyCousinOf]C,boyCousinOf,boyCousinOf,boyCousinOf,138,197,0.009984805730410246,0.700507614213198
"auntOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → grandmotherOf(A,C)",A→[auntOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A→[grandmotherOf]C,auntOf,girlFirstCousinOnceRemovedOf,grandmotherOf,55,79,0.003979451559221475,0.6962025316455697
"nephewOf(A,B) ∧ brotherOf(C,B) → sonOf(A,C)",A→[nephewOf]B←[brotherOf]C ⇒ A→[sonOf]C,nephewOf,brotherOf,sonOf,200,288,0.014470732942623543,0.6944444444444444
"girlCousinOf(A,B) ∧ girlCousinOf(C,B) → girlCousinOf(A,C)",A→[girlCousinOf]B←[girlCousinOf]C ⇒ A→[girlCousinOf]C,girlCousinOf,girlCousinOf,girlCousinOf,226,326,0.016351928225164604,0.6932515337423313
"grandfatherOf(A,B) ∧ greatGrandfatherOf(C,B) → sonOf(A,C)",A→[grandfatherOf]B←[greatGrandfatherOf]C ⇒ A→[sonOf]C,grandfatherOf,greatGrandfatherOf,sonOf,304,450,0.021995514072787787,0.6755555555555556
"granddaughterOf(A,B) ∧ daughterOf(C,B) → daughterOf(A,C)",A→[granddaughterOf]B←[daughterOf]C ⇒ A→[daughterOf]C,granddaughterOf,daughterOf,daughterOf,234,348,0.016930757542869546,0.6724137931034483
"boyCousinOf(A,B) ∧ auntOf(C,B) → sonOf(A,C)",A→[boyCousinOf]B←[auntOf]C ⇒ A→[sonOf]C,boyCousinOf,auntOf,sonOf,131,195,0.00947833007741842,0.6717948717948717
