Rule,Pattern,Rel_B_to_A,Rel_B_to_C,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"girlFirstCousinOnceRemovedOf(B,A) ∧ daughterOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[daughterOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",girlFirstCousinOnceRemovedOf,daughterOf,boyCousinOf,girlCousinOf,22,113,0.0015917806236885898,0.19469026548672566
"girlCousinOf(B,A) ∧ girlCousinOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[girlCousinOf]B→[girlCousinOf]C ⇒ A↔[sisterOf,sisterOf]C",girlCousinOf,girlCousinOf,sisterOf,sisterOf,117,602,0.008465378771434773,0.19435215946843853
"uncleOf(B,A) ∧ sonOf(B,C) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A←[uncleOf]B→[sonOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",uncleOf,sonOf,granddaughterOf,grandmotherOf,126,650,0.009116561753852833,0.19384615384615383
"boySecondCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → nieceOf(A,C) ∧ auntOf(C,A)","A←[boySecondCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[nieceOf,auntOf]C",boySecondCousinOf,boyFirstCousinOnceRemovedOf,nieceOf,auntOf,34,176,0.0024600246002460025,0.19318181818181818
"brotherOf(B,A) ∧ sonOf(B,C) → sonOf(A,C) ∧ motherOf(C,A)","A←[brotherOf]B→[sonOf]C ⇒ A↔[sonOf,motherOf]C",brotherOf,sonOf,sonOf,motherOf,140,725,0.010129513059836481,0.19310344827586207
"greatUncleOf(B,A) ∧ fatherOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[greatUncleOf]B→[fatherOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",greatUncleOf,fatherOf,girlFirstCousinOnceRemovedOf,secondUncleOf,27,140,0.0019535489472541786,0.19285714285714287
"greatAuntOf(B,A) ∧ daughterOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[greatAuntOf]B→[daughterOf]C ⇒ A↔[greatGranddaughterOf,greatGrandmotherOf]C",greatAuntOf,daughterOf,greatGranddaughterOf,greatGrandmotherOf,92,479,0.00665653715360683,0.19206680584551147
"sonOf(B,A) ∧ fatherOf(B,C) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A←[sonOf]B→[fatherOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",sonOf,fatherOf,grandmotherOf,grandsonOf,102,532,0.007380073800738007,0.19172932330827067
"sonOf(B,A) ∧ fatherOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[sonOf]B→[fatherOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",sonOf,fatherOf,grandmotherOf,granddaughterOf,102,532,0.007380073800738007,0.19172932330827067
"daughterOf(B,A) ∧ auntOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[daughterOf]B→[auntOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",daughterOf,auntOf,grandmotherOf,granddaughterOf,165,861,0.011938354677664425,0.1916376306620209
"daughterOf(B,A) ∧ nieceOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[daughterOf]B→[nieceOf]C ⇒ A↔[brotherOf,brotherOf]C",daughterOf,nieceOf,brotherOf,brotherOf,65,340,0.004702988206352652,0.19117647058823528
"secondUncleOf(B,A) ∧ fatherOf(B,C) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[secondUncleOf]B→[fatherOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",secondUncleOf,fatherOf,boySecondCousinOf,boySecondCousinOf,13,68,0.0009405976412705303,0.19117647058823528
"daughterOf(B,A) ∧ motherOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[daughterOf]B→[motherOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",daughterOf,motherOf,grandmotherOf,granddaughterOf,95,497,0.006873598147746183,0.19114688128772636
"daughterOf(B,A) ∧ granddaughterOf(B,C) → daughterOf(A,C) ∧ motherOf(C,A)","A←[daughterOf]B→[granddaughterOf]C ⇒ A↔[daughterOf,motherOf]C",daughterOf,granddaughterOf,daughterOf,motherOf,77,403,0.0055712321829100644,0.19106699751861042
"boyFirstCousinOnceRemovedOf(B,A) ∧ sonOf(B,C) → boyCousinOf(A,C) ∧ girlCousinOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[sonOf]C ⇒ A↔[boyCousinOf,girlCousinOf]C",boyFirstCousinOnceRemovedOf,sonOf,boyCousinOf,girlCousinOf,17,90,0.0012300123001230013,0.18888888888888888
"boyCousinOf(B,A) ∧ boyCousinOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[boyCousinOf]B→[boyCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",boyCousinOf,boyCousinOf,sisterOf,brotherOf,84,445,0.006077707835901888,0.18876404494382024
"sisterOf(B,A) ∧ girlCousinOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[sisterOf]B→[girlCousinOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",sisterOf,girlCousinOf,boyCousinOf,boyCousinOf,145,769,0.010491281383402069,0.18855656697009102
"greatAuntOf(B,A) ∧ daughterOf(B,C) → greatGrandsonOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[greatAuntOf]B→[daughterOf]C ⇒ A↔[greatGrandsonOf,greatGrandmotherOf]C",greatAuntOf,daughterOf,greatGrandsonOf,greatGrandmotherOf,90,479,0.006511829824180595,0.18789144050104384
"girlCousinOf(B,A) ∧ daughterOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[girlCousinOf]B→[daughterOf]C ⇒ A↔[nieceOf,uncleOf]C",girlCousinOf,daughterOf,nieceOf,uncleOf,50,268,0.003617683235655886,0.1865671641791045
"girlCousinOf(B,A) ∧ auntOf(B,C) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[girlCousinOf]B→[auntOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",girlCousinOf,auntOf,secondAuntOf,girlFirstCousinOnceRemovedOf,54,291,0.003907097894508357,0.18556701030927836
"boyCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[boyCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boyCousinOf,boyFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,secondUncleOf,18,97,0.001302365964836119,0.18556701030927836
"boyCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[boyCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",boyCousinOf,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,secondUncleOf,18,97,0.001302365964836119,0.18556701030927836
"uncleOf(B,A) ∧ brotherOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[uncleOf]B→[brotherOf]C ⇒ A↔[nieceOf,uncleOf]C",uncleOf,brotherOf,nieceOf,uncleOf,166,897,0.012010708342377541,0.1850613154960981
"uncleOf(B,A) ∧ uncleOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[uncleOf]B→[uncleOf]C ⇒ A↔[sisterOf,brotherOf]C",uncleOf,uncleOf,sisterOf,brotherOf,98,530,0.007090659141885536,0.18490566037735848
"boyFirstCousinOnceRemovedOf(B,A) ∧ nephewOf(B,C) → boyCousinOf(A,C) ∧ boyCousinOf(C,A)","A←[boyFirstCousinOnceRemovedOf]B→[nephewOf]C ⇒ A↔[boyCousinOf,boyCousinOf]C",boyFirstCousinOnceRemovedOf,nephewOf,boyCousinOf,boyCousinOf,63,341,0.0045582808769264165,0.18475073313782991
"grandmotherOf(B,A) ∧ grandmotherOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[grandmotherOf]B→[grandmotherOf]C ⇒ A↔[sisterOf,brotherOf]C",grandmotherOf,grandmotherOf,sisterOf,brotherOf,208,1128,0.015049562260328485,0.18439716312056736
"grandfatherOf(B,A) ∧ grandfatherOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[grandfatherOf]B→[grandfatherOf]C ⇒ A↔[sisterOf,brotherOf]C",grandfatherOf,grandfatherOf,sisterOf,brotherOf,208,1128,0.015049562260328485,0.18439716312056736
"greatAuntOf(B,A) ∧ auntOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[greatAuntOf]B→[auntOf]C ⇒ A↔[nephewOf,uncleOf]C",greatAuntOf,auntOf,nephewOf,uncleOf,173,941,0.012517183995369366,0.18384697130712008
"greatUncleOf(B,A) ∧ sonOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[greatUncleOf]B→[sonOf]C ⇒ A↔[greatGranddaughterOf,greatGrandmotherOf]C",greatUncleOf,sonOf,greatGranddaughterOf,greatGrandmotherOf,62,340,0.004485927212213299,0.18235294117647058
"girlSecondCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[girlSecondCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[nephewOf,auntOf]C",girlSecondCousinOf,girlFirstCousinOnceRemovedOf,nephewOf,auntOf,30,165,0.0021706099413935317,0.18181818181818182
"auntOf(B,A) ∧ auntOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[auntOf]B→[auntOf]C ⇒ A↔[sisterOf,brotherOf]C",auntOf,auntOf,sisterOf,brotherOf,138,766,0.009984805730410246,0.1801566579634465
"grandsonOf(B,A) ∧ greatGrandsonOf(B,C) → sonOf(A,C) ∧ motherOf(C,A)","A←[grandsonOf]B→[greatGrandsonOf]C ⇒ A↔[sonOf,motherOf]C",grandsonOf,greatGrandsonOf,sonOf,motherOf,72,402,0.005209463859344476,0.1791044776119403
"secondUncleOf(B,A) ∧ boyCousinOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[secondUncleOf]B→[boyCousinOf]C ⇒ A↔[nephewOf,auntOf]C",secondUncleOf,boyCousinOf,nephewOf,auntOf,77,430,0.0055712321829100644,0.17906976744186046
"girlCousinOf(B,A) ∧ auntOf(B,C) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[girlCousinOf]B→[auntOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",girlCousinOf,auntOf,secondUncleOf,girlFirstCousinOnceRemovedOf,52,291,0.0037623905650821213,0.17869415807560138
"sonOf(B,A) ∧ grandfatherOf(B,C) → greatGrandmotherOf(A,C) ∧ greatGrandsonOf(C,A)","A←[sonOf]B→[grandfatherOf]C ⇒ A↔[greatGrandmotherOf,greatGrandsonOf]C",sonOf,grandfatherOf,greatGrandmotherOf,greatGrandsonOf,87,487,0.0062947688300412415,0.17864476386036962
"boySecondCousinOf(B,A) ∧ boySecondCousinOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[boySecondCousinOf]B→[boySecondCousinOf]C ⇒ A↔[sisterOf,sisterOf]C",boySecondCousinOf,boySecondCousinOf,sisterOf,sisterOf,8,45,0.0005788293177049418,0.17777777777777778
"motherOf(B,A) ∧ grandmotherOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[motherOf]B→[grandmotherOf]C ⇒ A↔[auntOf,nieceOf]C",motherOf,grandmotherOf,auntOf,nieceOf,230,1294,0.016641342884017075,0.1777434312210201
"fatherOf(B,A) ∧ grandfatherOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[fatherOf]B→[grandfatherOf]C ⇒ A↔[auntOf,nieceOf]C",fatherOf,grandfatherOf,auntOf,nieceOf,230,1294,0.016641342884017075,0.1777434312210201
"girlCousinOf(B,A) ∧ girlCousinOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[girlCousinOf]B→[girlCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",girlCousinOf,girlCousinOf,sisterOf,brotherOf,107,602,0.007741842124303596,0.1777408637873754
"grandmotherOf(B,A) ∧ auntOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[grandmotherOf]B→[auntOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",grandmotherOf,auntOf,girlFirstCousinOnceRemovedOf,secondAuntOf,30,169,0.0021706099413935317,0.17751479289940827
"girlSecondCousinOf(B,A) ∧ greatGranddaughterOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandmotherOf(C,A)","A←[girlSecondCousinOf]B→[greatGranddaughterOf]C ⇒ A↔[greatGranddaughterOf,greatGrandmotherOf]C",girlSecondCousinOf,greatGranddaughterOf,greatGranddaughterOf,greatGrandmotherOf,22,124,0.0015917806236885898,0.1774193548387097
"girlSecondCousinOf(B,A) ∧ greatGranddaughterOf(B,C) → greatGranddaughterOf(A,C) ∧ greatGrandfatherOf(C,A)","A←[girlSecondCousinOf]B→[greatGranddaughterOf]C ⇒ A↔[greatGranddaughterOf,greatGrandfatherOf]C",girlSecondCousinOf,greatGranddaughterOf,greatGranddaughterOf,greatGrandfatherOf,22,124,0.0015917806236885898,0.1774193548387097
"grandsonOf(B,A) ∧ greatGrandsonOf(B,C) → daughterOf(A,C) ∧ motherOf(C,A)","A←[grandsonOf]B→[greatGrandsonOf]C ⇒ A↔[daughterOf,motherOf]C",grandsonOf,greatGrandsonOf,daughterOf,motherOf,71,402,0.005137110194631358,0.17661691542288557
"secondAuntOf(B,A) ∧ girlCousinOf(B,C) → nephewOf(A,C) ∧ uncleOf(C,A)","A←[secondAuntOf]B→[girlCousinOf]C ⇒ A↔[nephewOf,uncleOf]C",secondAuntOf,girlCousinOf,nephewOf,uncleOf,93,530,0.006728890818319948,0.17547169811320754
"grandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[grandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[auntOf,nephewOf]C",grandmotherOf,greatGrandmotherOf,auntOf,nephewOf,304,1737,0.021995514072787787,0.17501439263097293
"grandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → auntOf(A,C) ∧ nephewOf(C,A)","A←[grandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[auntOf,nephewOf]C",grandfatherOf,greatGrandfatherOf,auntOf,nephewOf,304,1737,0.021995514072787787,0.17501439263097293
"uncleOf(B,A) ∧ secondUncleOf(B,C) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[uncleOf]B→[secondUncleOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",uncleOf,secondUncleOf,boySecondCousinOf,boySecondCousinOf,18,103,0.001302365964836119,0.17475728155339806
"boySecondCousinOf(B,A) ∧ brotherOf(B,C) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[boySecondCousinOf]B→[brotherOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boySecondCousinOf,brotherOf,boySecondCousinOf,girlSecondCousinOf,11,63,0.0007958903118442949,0.1746031746031746
"sonOf(B,A) ∧ grandsonOf(B,C) → daughterOf(A,C) ∧ motherOf(C,A)","A←[sonOf]B→[grandsonOf]C ⇒ A↔[daughterOf,motherOf]C",sonOf,grandsonOf,daughterOf,motherOf,64,369,0.004630634541639534,0.17344173441734417
"girlCousinOf(B,A) ∧ nieceOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[girlCousinOf]B→[nieceOf]C ⇒ A↔[nieceOf,uncleOf]C",girlCousinOf,nieceOf,nieceOf,uncleOf,142,823,0.010274220389262716,0.17253948967193194
"girlCousinOf(B,A) ∧ girlSecondCousinOf(B,C) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A←[girlCousinOf]B→[girlSecondCousinOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",girlCousinOf,girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,5,29,0.0003617683235655886,0.1724137931034483
"nephewOf(B,A) ∧ nephewOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[nephewOf]B→[nephewOf]C ⇒ A↔[brotherOf,brotherOf]C",nephewOf,nephewOf,brotherOf,brotherOf,64,372,0.004630634541639534,0.17204301075268819
"sonOf(B,A) ∧ nephewOf(B,C) → sisterOf(A,C) ∧ brotherOf(C,A)","A←[sonOf]B→[nephewOf]C ⇒ A↔[sisterOf,brotherOf]C",sonOf,nephewOf,sisterOf,brotherOf,62,361,0.004485927212213299,0.17174515235457063
"secondAuntOf(B,A) ∧ nieceOf(B,C) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A←[secondAuntOf]B→[nieceOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",secondAuntOf,nieceOf,granddaughterOf,grandmotherOf,30,175,0.0021706099413935317,0.17142857142857143
"grandmotherOf(B,A) ∧ grandmotherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[grandmotherOf]B→[grandmotherOf]C ⇒ A↔[sisterOf,sisterOf]C",grandmotherOf,grandmotherOf,sisterOf,sisterOf,193,1128,0.01396425728963172,0.17109929078014185
"grandfatherOf(B,A) ∧ grandfatherOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[grandfatherOf]B→[grandfatherOf]C ⇒ A↔[sisterOf,sisterOf]C",grandfatherOf,grandfatherOf,sisterOf,sisterOf,193,1128,0.01396425728963172,0.17109929078014185
"secondUncleOf(B,A) ∧ nephewOf(B,C) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A←[secondUncleOf]B→[nephewOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",secondUncleOf,nephewOf,grandsonOf,grandfatherOf,27,158,0.0019535489472541786,0.17088607594936708
"boySecondCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[boySecondCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[nephewOf,auntOf]C",boySecondCousinOf,boyFirstCousinOnceRemovedOf,nephewOf,auntOf,30,176,0.0021706099413935317,0.17045454545454544
"daughterOf(B,A) ∧ grandmotherOf(B,C) → greatGrandmotherOf(A,C) ∧ greatGranddaughterOf(C,A)","A←[daughterOf]B→[grandmotherOf]C ⇒ A↔[greatGrandmotherOf,greatGranddaughterOf]C",daughterOf,grandmotherOf,greatGrandmotherOf,greatGranddaughterOf,74,437,0.005354171188770711,0.16933638443935928
"grandsonOf(B,A) ∧ nephewOf(B,C) → motherOf(A,C) ∧ sonOf(C,A)","A←[grandsonOf]B→[nephewOf]C ⇒ A↔[motherOf,sonOf]C",grandsonOf,nephewOf,motherOf,sonOf,110,654,0.00795890311844295,0.16819571865443425
"sisterOf(B,A) ∧ secondAuntOf(B,C) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A←[sisterOf]B→[secondAuntOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",sisterOf,secondAuntOf,secondAuntOf,girlFirstCousinOnceRemovedOf,44,262,0.0031835612473771796,0.16793893129770993
"uncleOf(B,A) ∧ uncleOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[uncleOf]B→[uncleOf]C ⇒ A↔[sisterOf,sisterOf]C",uncleOf,uncleOf,sisterOf,sisterOf,89,530,0.006439476159467477,0.16792452830188678
"sisterOf(B,A) ∧ auntOf(B,C) → auntOf(A,C) ∧ nieceOf(C,A)","A←[sisterOf]B→[auntOf]C ⇒ A↔[auntOf,nieceOf]C",sisterOf,auntOf,auntOf,nieceOf,198,1184,0.014326025613197308,0.16722972972972974
"daughterOf(B,A) ∧ motherOf(B,C) → grandmotherOf(A,C) ∧ grandsonOf(C,A)","A←[daughterOf]B→[motherOf]C ⇒ A↔[grandmotherOf,grandsonOf]C",daughterOf,motherOf,grandmotherOf,grandsonOf,83,497,0.006005354171188771,0.16700201207243462
"brotherOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[brotherOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondUncleOf]C",brotherOf,boyFirstCousinOnceRemovedOf,girlFirstCousinOnceRemovedOf,secondUncleOf,21,126,0.001519426958975472,0.16666666666666666
"boyCousinOf(B,A) ∧ nephewOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[boyCousinOf]B→[nephewOf]C ⇒ A↔[nieceOf,uncleOf]C",boyCousinOf,nephewOf,nieceOf,uncleOf,117,706,0.008465378771434773,0.16572237960339944
"secondUncleOf(B,A) ∧ secondUncleOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[secondUncleOf]B→[secondUncleOf]C ⇒ A↔[brotherOf,brotherOf]C",secondUncleOf,secondUncleOf,brotherOf,brotherOf,18,109,0.001302365964836119,0.1651376146788991
"sisterOf(B,A) ∧ auntOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[sisterOf]B→[auntOf]C ⇒ A↔[uncleOf,nieceOf]C",sisterOf,auntOf,uncleOf,nieceOf,195,1184,0.014108964619057956,0.16469594594594594
"uncleOf(B,A) ∧ grandfatherOf(B,C) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A←[uncleOf]B→[grandfatherOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",uncleOf,grandfatherOf,secondUncleOf,boyFirstCousinOnceRemovedOf,27,164,0.0019535489472541786,0.16463414634146342
"greatUncleOf(B,A) ∧ fatherOf(B,C) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A←[greatUncleOf]B→[fatherOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",greatUncleOf,fatherOf,girlFirstCousinOnceRemovedOf,secondAuntOf,23,140,0.0016641342884017075,0.16428571428571428
"girlFirstCousinOnceRemovedOf(B,A) ∧ granddaughterOf(B,C) → nephewOf(A,C) ∧ auntOf(C,A)","A←[girlFirstCousinOnceRemovedOf]B→[granddaughterOf]C ⇒ A↔[nephewOf,auntOf]C",girlFirstCousinOnceRemovedOf,granddaughterOf,nephewOf,auntOf,25,153,0.001808841617827943,0.16339869281045752
"greatAuntOf(B,A) ∧ motherOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[greatAuntOf]B→[motherOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",greatAuntOf,motherOf,boyFirstCousinOnceRemovedOf,secondUncleOf,26,160,0.0018811952825410606,0.1625
"girlCousinOf(B,A) ∧ girlFirstCousinOnceRemovedOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[girlCousinOf]B→[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",girlCousinOf,girlFirstCousinOnceRemovedOf,boyFirstCousinOnceRemovedOf,secondUncleOf,18,111,0.001302365964836119,0.16216216216216217
"motherOf(B,A) ∧ grandmotherOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[motherOf]B→[grandmotherOf]C ⇒ A↔[uncleOf,nieceOf]C",motherOf,grandmotherOf,uncleOf,nieceOf,208,1294,0.015049562260328485,0.160741885625966
"fatherOf(B,A) ∧ grandfatherOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[fatherOf]B→[grandfatherOf]C ⇒ A↔[uncleOf,nieceOf]C",fatherOf,grandfatherOf,uncleOf,nieceOf,208,1294,0.015049562260328485,0.160741885625966
"sisterOf(B,A) ∧ greatAuntOf(B,C) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A←[sisterOf]B→[greatAuntOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",sisterOf,greatAuntOf,grandmotherOf,granddaughterOf,50,312,0.003617683235655886,0.16025641025641027
"greatUncleOf(B,A) ∧ grandfatherOf(B,C) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A←[greatUncleOf]B→[grandfatherOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",greatUncleOf,grandfatherOf,boySecondCousinOf,boySecondCousinOf,12,75,0.0008682439765574126,0.16
"secondAuntOf(B,A) ∧ secondAuntOf(B,C) → brotherOf(A,C) ∧ brotherOf(C,A)","A←[secondAuntOf]B→[secondAuntOf]C ⇒ A↔[brotherOf,brotherOf]C",secondAuntOf,secondAuntOf,brotherOf,brotherOf,22,138,0.0015917806236885898,0.15942028985507245
"boySecondCousinOf(B,A) ∧ nephewOf(B,C) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A←[boySecondCousinOf]B→[nephewOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boySecondCousinOf,nephewOf,boyFirstCousinOnceRemovedOf,secondUncleOf,18,113,0.001302365964836119,0.1592920353982301
"boySecondCousinOf(B,A) ∧ boyFirstCousinOnceRemovedOf(B,C) → nieceOf(A,C) ∧ uncleOf(C,A)","A←[boySecondCousinOf]B→[boyFirstCousinOnceRemovedOf]C ⇒ A↔[nieceOf,uncleOf]C",boySecondCousinOf,boyFirstCousinOnceRemovedOf,nieceOf,uncleOf,28,176,0.0020259026119672963,0.1590909090909091
"secondUncleOf(B,A) ∧ nephewOf(B,C) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A←[secondUncleOf]B→[nephewOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",secondUncleOf,nephewOf,granddaughterOf,grandmotherOf,25,158,0.001808841617827943,0.15822784810126583
"grandmotherOf(B,A) ∧ greatGrandmotherOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[grandmotherOf]B→[greatGrandmotherOf]C ⇒ A↔[uncleOf,nieceOf]C",grandmotherOf,greatGrandmotherOf,uncleOf,nieceOf,272,1737,0.01968019680196802,0.15659182498560736
"grandfatherOf(B,A) ∧ greatGrandfatherOf(B,C) → uncleOf(A,C) ∧ nieceOf(C,A)","A←[grandfatherOf]B→[greatGrandfatherOf]C ⇒ A↔[uncleOf,nieceOf]C",grandfatherOf,greatGrandfatherOf,uncleOf,nieceOf,272,1737,0.01968019680196802,0.15659182498560736
"greatUncleOf(B,A) ∧ greatUncleOf(B,C) → sisterOf(A,C) ∧ sisterOf(C,A)","A←[greatUncleOf]B→[greatUncleOf]C ⇒ A↔[sisterOf,sisterOf]C",greatUncleOf,greatUncleOf,sisterOf,sisterOf,42,272,0.003038853917950944,0.15441176470588236
"motherOf(B,A) ∧ grandmotherOf(B,C) → uncleOf(A,C) ∧ nephewOf(C,A)","A←[motherOf]B→[grandmotherOf]C ⇒ A↔[uncleOf,nephewOf]C",motherOf,grandmotherOf,uncleOf,nephewOf,199,1294,0.014398379277910427,0.15378670788253476
