Rule,Pattern,Relation1,Relation2,Rel_A_to_C,Rel_C_to_A,Count,Body_Count,Support,Confidence
"boySecondCousinOf(A,B) ∧ fatherOf(C,B) → boyFirstCousinOnceRemovedOf(A,C) ∧ secondUncleOf(C,A)","A→[boySecondCousinOf]B←[fatherOf]C ⇒ A↔[boyFirstCousinOnceRemovedOf,secondUncleOf]C",boySecondCousinOf,fatherOf,boyFirstCousinOnceRemovedOf,secondUncleOf,17,17,0.0012300123001230013,1.0
"boySecondCousinOf(A,B) ∧ greatUncleOf(C,B) → grandsonOf(A,C) ∧ grandfatherOf(C,A)","A→[boySecondCousinOf]B←[greatUncleOf]C ⇒ A↔[grandsonOf,grandfatherOf]C",boySecondCousinOf,greatUncleOf,grandsonOf,grandfatherOf,16,16,0.0011576586354098836,1.0
"boyFirstCousinOnceRemovedOf(A,B) ∧ daughterOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[daughterOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boyFirstCousinOnceRemovedOf,daughterOf,boySecondCousinOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0
"brotherOf(A,B) ∧ boySecondCousinOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[brotherOf]B←[boySecondCousinOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",brotherOf,boySecondCousinOf,boySecondCousinOf,boySecondCousinOf,15,15,0.0010853049706967658,1.0
"boySecondCousinOf(A,B) ∧ girlCousinOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boySecondCousinOf]B←[girlCousinOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boySecondCousinOf,girlCousinOf,boySecondCousinOf,girlSecondCousinOf,15,15,0.0010853049706967658,1.0
"daughterOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[daughterOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",daughterOf,boyFirstCousinOnceRemovedOf,girlSecondCousinOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ sonOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[sonOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlFirstCousinOnceRemovedOf,sonOf,girlSecondCousinOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0
"boySecondCousinOf(A,B) ∧ brotherOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[boySecondCousinOf]B←[brotherOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",boySecondCousinOf,brotherOf,boySecondCousinOf,boySecondCousinOf,14,14,0.0010129513059836481,1.0
"nieceOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[nieceOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",nieceOf,girlFirstCousinOnceRemovedOf,girlSecondCousinOf,girlSecondCousinOf,14,14,0.0010129513059836481,1.0
"fatherOf(A,B) ∧ boySecondCousinOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[fatherOf]B←[boySecondCousinOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",fatherOf,boySecondCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,13,13,0.0009405976412705303,1.0
"sonOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[sonOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",sonOf,girlFirstCousinOnceRemovedOf,boySecondCousinOf,girlSecondCousinOf,13,13,0.0009405976412705303,1.0
"girlSecondCousinOf(A,B) ∧ motherOf(C,B) → girlFirstCousinOnceRemovedOf(A,C) ∧ secondAuntOf(C,A)","A→[girlSecondCousinOf]B←[motherOf]C ⇒ A↔[girlFirstCousinOnceRemovedOf,secondAuntOf]C",girlSecondCousinOf,motherOf,girlFirstCousinOnceRemovedOf,secondAuntOf,12,12,0.0008682439765574126,1.0
"girlSecondCousinOf(A,B) ∧ brotherOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlSecondCousinOf]B←[brotherOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlSecondCousinOf,brotherOf,girlSecondCousinOf,boySecondCousinOf,11,11,0.0007958903118442949,1.0
"uncleOf(A,B) ∧ girlSecondCousinOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[uncleOf]B←[girlSecondCousinOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",uncleOf,girlSecondCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,11,11,0.0007958903118442949,1.0
"fatherOf(A,B) ∧ girlSecondCousinOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[fatherOf]B←[girlSecondCousinOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",fatherOf,girlSecondCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,10,10,0.0007235366471311772,1.0
"motherOf(A,B) ∧ boySecondCousinOf(C,B) → secondAuntOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[motherOf]B←[boySecondCousinOf]C ⇒ A↔[secondAuntOf,boyFirstCousinOnceRemovedOf]C",motherOf,boySecondCousinOf,secondAuntOf,boyFirstCousinOnceRemovedOf,9,9,0.0006511829824180595,1.0
"sisterOf(A,B) ∧ boySecondCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[sisterOf]B←[boySecondCousinOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",sisterOf,boySecondCousinOf,girlSecondCousinOf,boySecondCousinOf,9,9,0.0006511829824180595,1.0
"sisterOf(A,B) ∧ girlSecondCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[sisterOf]B←[girlSecondCousinOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",sisterOf,girlSecondCousinOf,girlSecondCousinOf,girlSecondCousinOf,9,9,0.0006511829824180595,1.0
"secondUncleOf(A,B) ∧ boyCousinOf(C,B) → secondUncleOf(A,C) ∧ boyFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[boyCousinOf]C ⇒ A↔[secondUncleOf,boyFirstCousinOnceRemovedOf]C",secondUncleOf,boyCousinOf,secondUncleOf,boyFirstCousinOnceRemovedOf,9,9,0.0006511829824180595,1.0
"sonOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[sonOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",sonOf,boyFirstCousinOnceRemovedOf,boySecondCousinOf,boySecondCousinOf,8,8,0.0005788293177049418,1.0
"girlSecondCousinOf(A,B) ∧ boyCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlSecondCousinOf]B←[boyCousinOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlSecondCousinOf,boyCousinOf,girlSecondCousinOf,boySecondCousinOf,8,8,0.0005788293177049418,1.0
"greatAuntOf(A,B) ∧ girlSecondCousinOf(C,B) → grandmotherOf(A,C) ∧ granddaughterOf(C,A)","A→[greatAuntOf]B←[girlSecondCousinOf]C ⇒ A↔[grandmotherOf,granddaughterOf]C",greatAuntOf,girlSecondCousinOf,grandmotherOf,granddaughterOf,7,7,0.0005064756529918241,1.0
"daughterOf(A,B) ∧ girlFirstCousinOnceRemovedOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[daughterOf]B←[girlFirstCousinOnceRemovedOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",daughterOf,girlFirstCousinOnceRemovedOf,girlSecondCousinOf,girlSecondCousinOf,7,7,0.0005064756529918241,1.0
"motherOf(A,B) ∧ girlSecondCousinOf(C,B) → secondAuntOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[motherOf]B←[girlSecondCousinOf]C ⇒ A↔[secondAuntOf,girlFirstCousinOnceRemovedOf]C",motherOf,girlSecondCousinOf,secondAuntOf,girlFirstCousinOnceRemovedOf,7,7,0.0005064756529918241,1.0
"girlFirstCousinOnceRemovedOf(A,B) ∧ daughterOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[daughterOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlFirstCousinOnceRemovedOf,daughterOf,girlSecondCousinOf,girlSecondCousinOf,7,7,0.0005064756529918241,1.0
"boyFirstCousinOnceRemovedOf(A,B) ∧ sonOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[sonOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",boyFirstCousinOnceRemovedOf,sonOf,boySecondCousinOf,boySecondCousinOf,7,7,0.0005064756529918241,1.0
"boyCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → boySecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[boyCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[boySecondCousinOf,girlSecondCousinOf]C",boyCousinOf,girlSecondCousinOf,boySecondCousinOf,girlSecondCousinOf,7,7,0.0005064756529918241,1.0
"girlCousinOf(A,B) ∧ girlSecondCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[girlCousinOf]B←[girlSecondCousinOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlCousinOf,girlSecondCousinOf,girlSecondCousinOf,girlSecondCousinOf,7,7,0.0005064756529918241,1.0
"greatUncleOf(A,B) ∧ boySecondCousinOf(C,B) → grandfatherOf(A,C) ∧ grandsonOf(C,A)","A→[greatUncleOf]B←[boySecondCousinOf]C ⇒ A↔[grandfatherOf,grandsonOf]C",greatUncleOf,boySecondCousinOf,grandfatherOf,grandsonOf,6,6,0.0004341219882787063,1.0
"girlSecondCousinOf(A,B) ∧ sisterOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[girlSecondCousinOf]B←[sisterOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlSecondCousinOf,sisterOf,girlSecondCousinOf,girlSecondCousinOf,5,5,0.0003617683235655886,1.0
"boySecondCousinOf(A,B) ∧ boyCousinOf(C,B) → boySecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[boySecondCousinOf]B←[boyCousinOf]C ⇒ A↔[boySecondCousinOf,boySecondCousinOf]C",boySecondCousinOf,boyCousinOf,boySecondCousinOf,boySecondCousinOf,5,5,0.0003617683235655886,1.0
"secondUncleOf(A,B) ∧ girlCousinOf(C,B) → secondUncleOf(A,C) ∧ girlFirstCousinOnceRemovedOf(C,A)","A→[secondUncleOf]B←[girlCousinOf]C ⇒ A↔[secondUncleOf,girlFirstCousinOnceRemovedOf]C",secondUncleOf,girlCousinOf,secondUncleOf,girlFirstCousinOnceRemovedOf,5,5,0.0003617683235655886,1.0
"girlSecondCousinOf(A,B) ∧ girlCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ girlSecondCousinOf(C,A)","A→[girlSecondCousinOf]B←[girlCousinOf]C ⇒ A↔[girlSecondCousinOf,girlSecondCousinOf]C",girlSecondCousinOf,girlCousinOf,girlSecondCousinOf,girlSecondCousinOf,4,4,0.0002894146588524709,1.0
"girlCousinOf(A,B) ∧ boySecondCousinOf(C,B) → girlSecondCousinOf(A,C) ∧ boySecondCousinOf(C,A)","A→[girlCousinOf]B←[boySecondCousinOf]C ⇒ A↔[girlSecondCousinOf,boySecondCousinOf]C",girlCousinOf,boySecondCousinOf,girlSecondCousinOf,boySecondCousinOf,3,3,0.00021706099413935315,1.0
"girlSecondCousinOf(A,B) ∧ greatAuntOf(C,B) → granddaughterOf(A,C) ∧ grandmotherOf(C,A)","A→[girlSecondCousinOf]B←[greatAuntOf]C ⇒ A↔[granddaughterOf,grandmotherOf]C",girlSecondCousinOf,greatAuntOf,granddaughterOf,grandmotherOf,2,2,0.00014470732942623544,1.0
"boySecondCousinOf(A,B) ∧ secondAuntOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[boySecondCousinOf]B←[secondAuntOf]C ⇒ A↔[nephewOf,auntOf]C",boySecondCousinOf,secondAuntOf,nephewOf,auntOf,35,41,0.0025323782649591202,0.8536585365853658
"grandsonOf(A,B) ∧ daughterOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[grandsonOf]B←[daughterOf]C ⇒ A↔[nephewOf,auntOf]C",grandsonOf,daughterOf,nephewOf,auntOf,196,235,0.014181318283771073,0.8340425531914893
"nephewOf(A,B) ∧ sisterOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[nephewOf]B←[sisterOf]C ⇒ A↔[nephewOf,auntOf]C",nephewOf,sisterOf,nephewOf,auntOf,217,261,0.015700745242746544,0.8314176245210728
"boyCousinOf(A,B) ∧ auntOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[boyCousinOf]B←[auntOf]C ⇒ A↔[nephewOf,auntOf]C",boyCousinOf,auntOf,nephewOf,auntOf,140,172,0.010129513059836481,0.813953488372093
"boyFirstCousinOnceRemovedOf(A,B) ∧ girlCousinOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[girlCousinOf]C ⇒ A↔[nephewOf,auntOf]C",boyFirstCousinOnceRemovedOf,girlCousinOf,nephewOf,auntOf,98,121,0.007090659141885536,0.8099173553719008
"granddaughterOf(A,B) ∧ daughterOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[granddaughterOf]B←[daughterOf]C ⇒ A↔[nieceOf,auntOf]C",granddaughterOf,daughterOf,nieceOf,auntOf,225,283,0.016279574560451485,0.7950530035335689
"secondUncleOf(A,B) ∧ greatAuntOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[secondUncleOf]B←[greatAuntOf]C ⇒ A↔[nephewOf,auntOf]C",secondUncleOf,greatAuntOf,nephewOf,auntOf,38,48,0.0027494392590984734,0.7916666666666666
"uncleOf(A,B) ∧ girlCousinOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[uncleOf]B←[girlCousinOf]C ⇒ A↔[uncleOf,nieceOf]C",uncleOf,girlCousinOf,uncleOf,nieceOf,103,131,0.007452427465451125,0.7862595419847328
"secondUncleOf(A,B) ∧ secondAuntOf(C,B) → brotherOf(A,C) ∧ sisterOf(C,A)","A→[secondUncleOf]B←[secondAuntOf]C ⇒ A↔[brotherOf,sisterOf]C",secondUncleOf,secondAuntOf,brotherOf,sisterOf,58,74,0.004196512553360828,0.7837837837837838
"greatUncleOf(A,B) ∧ secondAuntOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[greatUncleOf]B←[secondAuntOf]C ⇒ A↔[uncleOf,nieceOf]C",greatUncleOf,secondAuntOf,uncleOf,nieceOf,47,61,0.0034006222415165327,0.7704918032786885
"boySecondCousinOf(A,B) ∧ boySecondCousinOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[boySecondCousinOf]B←[boySecondCousinOf]C ⇒ A↔[brotherOf,brotherOf]C",boySecondCousinOf,boySecondCousinOf,brotherOf,brotherOf,22,29,0.0015917806236885898,0.7586206896551724
"nieceOf(A,B) ∧ sisterOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[nieceOf]B←[sisterOf]C ⇒ A↔[nieceOf,auntOf]C",nieceOf,sisterOf,nieceOf,auntOf,223,295,0.01613486723102525,0.7559322033898305
"girlCousinOf(A,B) ∧ uncleOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[girlCousinOf]B←[uncleOf]C ⇒ A↔[nieceOf,uncleOf]C",girlCousinOf,uncleOf,nieceOf,uncleOf,156,207,0.011287171695246364,0.7536231884057971
"greatUncleOf(A,B) ∧ secondUncleOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[greatUncleOf]B←[secondUncleOf]C ⇒ A↔[uncleOf,nephewOf]C",greatUncleOf,secondUncleOf,uncleOf,nephewOf,52,69,0.0037623905650821213,0.7536231884057971
"nieceOf(A,B) ∧ brotherOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[nieceOf]B←[brotherOf]C ⇒ A↔[nieceOf,uncleOf]C",nieceOf,brotherOf,nieceOf,uncleOf,245,328,0.01772664785471384,0.7469512195121951
"secondAuntOf(A,B) ∧ greatAuntOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[secondAuntOf]B←[greatAuntOf]C ⇒ A↔[nieceOf,auntOf]C",secondAuntOf,greatAuntOf,nieceOf,auntOf,66,90,0.00477534187106577,0.7333333333333333
"secondAuntOf(A,B) ∧ secondUncleOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[secondAuntOf]B←[secondUncleOf]C ⇒ A↔[sisterOf,brotherOf]C",secondAuntOf,secondUncleOf,sisterOf,brotherOf,86,118,0.006222415165328124,0.7288135593220338
"girlCousinOf(A,B) ∧ auntOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[girlCousinOf]B←[auntOf]C ⇒ A↔[nieceOf,auntOf]C",girlCousinOf,auntOf,nieceOf,auntOf,180,247,0.01302365964836119,0.728744939271255
"sisterOf(A,B) ∧ nephewOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[sisterOf]B←[nephewOf]C ⇒ A↔[auntOf,nephewOf]C",sisterOf,nephewOf,auntOf,nephewOf,223,307,0.01613486723102525,0.7263843648208469
"granddaughterOf(A,B) ∧ sonOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[granddaughterOf]B←[sonOf]C ⇒ A↔[nieceOf,uncleOf]C",granddaughterOf,sonOf,nieceOf,uncleOf,220,313,0.0159178062368859,0.7028753993610224
"auntOf(A,B) ∧ girlCousinOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[auntOf]B←[girlCousinOf]C ⇒ A↔[auntOf,nieceOf]C",auntOf,girlCousinOf,auntOf,nieceOf,164,235,0.011866001012951306,0.6978723404255319
"secondAuntOf(A,B) ∧ secondAuntOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[secondAuntOf]B←[secondAuntOf]C ⇒ A↔[sisterOf,sisterOf]C",secondAuntOf,secondAuntOf,sisterOf,sisterOf,59,85,0.004268866218073946,0.6941176470588235
"boyCousinOf(A,B) ∧ uncleOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[boyCousinOf]B←[uncleOf]C ⇒ A↔[nephewOf,uncleOf]C",boyCousinOf,uncleOf,nephewOf,uncleOf,111,160,0.008031256783156067,0.69375
"daughterOf(A,B) ∧ grandsonOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[daughterOf]B←[grandsonOf]C ⇒ A↔[auntOf,nephewOf]C",daughterOf,grandsonOf,auntOf,nephewOf,260,377,0.018811952825410608,0.6896551724137931
"girlCousinOf(A,B) ∧ boyCousinOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[girlCousinOf]B←[boyCousinOf]C ⇒ A↔[sisterOf,brotherOf]C",girlCousinOf,boyCousinOf,sisterOf,brotherOf,191,278,0.013819549960205485,0.6870503597122302
"uncleOf(A,B) ∧ boyCousinOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[uncleOf]B←[boyCousinOf]C ⇒ A↔[uncleOf,nephewOf]C",uncleOf,boyCousinOf,uncleOf,nephewOf,94,137,0.0068012444830330655,0.6861313868613139
"sisterOf(A,B) ∧ nieceOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[sisterOf]B←[nieceOf]C ⇒ A↔[auntOf,nieceOf]C",sisterOf,nieceOf,auntOf,nieceOf,170,249,0.012300123001230012,0.6827309236947792
"greatGrandsonOf(A,B) ∧ granddaughterOf(C,B) → nephewOf(A,C) ∧ auntOf(C,A)","A→[greatGrandsonOf]B←[granddaughterOf]C ⇒ A↔[nephewOf,auntOf]C",greatGrandsonOf,granddaughterOf,nephewOf,auntOf,314,462,0.022719050719918962,0.6796536796536796
"brotherOf(A,B) ∧ nieceOf(C,B) → uncleOf(A,C) ∧ nieceOf(C,A)","A→[brotherOf]B←[nieceOf]C ⇒ A↔[uncleOf,nieceOf]C",brotherOf,nieceOf,uncleOf,nieceOf,116,171,0.008393025106721656,0.6783625730994152
"auntOf(A,B) ∧ boyCousinOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[auntOf]B←[boyCousinOf]C ⇒ A↔[auntOf,nephewOf]C",auntOf,boyCousinOf,auntOf,nephewOf,162,240,0.01172129368352507,0.675
"girlCousinOf(A,B) ∧ boyFirstCousinOnceRemovedOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[girlCousinOf]B←[boyFirstCousinOnceRemovedOf]C ⇒ A↔[auntOf,nephewOf]C",girlCousinOf,boyFirstCousinOnceRemovedOf,auntOf,nephewOf,87,129,0.0062947688300412415,0.6744186046511628
"boyFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[boyFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[nephewOf,uncleOf]C",boyFirstCousinOnceRemovedOf,boyCousinOf,nephewOf,uncleOf,97,144,0.007018305477172419,0.6736111111111112
"greatGranddaughterOf(A,B) ∧ granddaughterOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[greatGranddaughterOf]B←[granddaughterOf]C ⇒ A↔[nieceOf,auntOf]C",greatGranddaughterOf,granddaughterOf,nieceOf,auntOf,268,406,0.01939078214311555,0.6600985221674877
"granddaughterOf(A,B) ∧ grandsonOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[granddaughterOf]B←[grandsonOf]C ⇒ A↔[sisterOf,brotherOf]C",granddaughterOf,grandsonOf,sisterOf,brotherOf,416,634,0.03009912452065697,0.6561514195583596
"greatAuntOf(A,B) ∧ secondUncleOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[greatAuntOf]B←[secondUncleOf]C ⇒ A↔[auntOf,nephewOf]C",greatAuntOf,secondUncleOf,auntOf,nephewOf,61,93,0.004413573547500181,0.6559139784946236
"girlCousinOf(A,B) ∧ girlCousinOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[girlCousinOf]B←[girlCousinOf]C ⇒ A↔[sisterOf,sisterOf]C",girlCousinOf,girlCousinOf,sisterOf,sisterOf,213,326,0.015411330583894075,0.6533742331288344
"secondAuntOf(A,B) ∧ greatUncleOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[secondAuntOf]B←[greatUncleOf]C ⇒ A↔[nieceOf,uncleOf]C",secondAuntOf,greatUncleOf,nieceOf,uncleOf,30,46,0.0021706099413935317,0.6521739130434783
"nephewOf(A,B) ∧ brotherOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[nephewOf]B←[brotherOf]C ⇒ A↔[nephewOf,uncleOf]C",nephewOf,brotherOf,nephewOf,uncleOf,162,249,0.01172129368352507,0.6506024096385542
"greatGranddaughterOf(A,B) ∧ grandsonOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[greatGranddaughterOf]B←[grandsonOf]C ⇒ A↔[nieceOf,uncleOf]C",greatGranddaughterOf,grandsonOf,nieceOf,uncleOf,342,526,0.02474495333188626,0.6501901140684411
"nieceOf(A,B) ∧ nephewOf(C,B) → sisterOf(A,C) ∧ brotherOf(C,A)","A→[nieceOf]B←[nephewOf]C ⇒ A↔[sisterOf,brotherOf]C",nieceOf,nephewOf,sisterOf,brotherOf,236,363,0.017075464872295783,0.650137741046832
"greatAuntOf(A,B) ∧ secondAuntOf(C,B) → auntOf(A,C) ∧ nieceOf(C,A)","A→[greatAuntOf]B←[secondAuntOf]C ⇒ A↔[auntOf,nieceOf]C",greatAuntOf,secondAuntOf,auntOf,nieceOf,62,96,0.004485927212213299,0.6458333333333334
"boyCousinOf(A,B) ∧ boyCousinOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[boyCousinOf]B←[boyCousinOf]C ⇒ A↔[brotherOf,brotherOf]C",boyCousinOf,boyCousinOf,brotherOf,brotherOf,125,194,0.009044208089139714,0.6443298969072165
"brotherOf(A,B) ∧ nephewOf(C,B) → uncleOf(A,C) ∧ nephewOf(C,A)","A→[brotherOf]B←[nephewOf]C ⇒ A↔[uncleOf,nephewOf]C",brotherOf,nephewOf,uncleOf,nephewOf,142,221,0.010274220389262716,0.6425339366515838
"secondAuntOf(A,B) ∧ boySecondCousinOf(C,B) → auntOf(A,C) ∧ nephewOf(C,A)","A→[secondAuntOf]B←[boySecondCousinOf]C ⇒ A↔[auntOf,nephewOf]C",secondAuntOf,boySecondCousinOf,auntOf,nephewOf,25,39,0.001808841617827943,0.6410256410256411
"girlFirstCousinOnceRemovedOf(A,B) ∧ boyCousinOf(C,B) → nieceOf(A,C) ∧ uncleOf(C,A)","A→[girlFirstCousinOnceRemovedOf]B←[boyCousinOf]C ⇒ A↔[nieceOf,uncleOf]C",girlFirstCousinOnceRemovedOf,boyCousinOf,nieceOf,uncleOf,92,144,0.00665653715360683,0.6388888888888888
"grandsonOf(A,B) ∧ grandsonOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[grandsonOf]B←[grandsonOf]C ⇒ A↔[brotherOf,brotherOf]C",grandsonOf,grandsonOf,brotherOf,brotherOf,312,494,0.02257434339049273,0.631578947368421
"secondUncleOf(A,B) ∧ secondUncleOf(C,B) → brotherOf(A,C) ∧ brotherOf(C,A)","A→[secondUncleOf]B←[secondUncleOf]C ⇒ A↔[brotherOf,brotherOf]C",secondUncleOf,secondUncleOf,brotherOf,brotherOf,41,65,0.0029665002532378265,0.6307692307692307
"girlSecondCousinOf(A,B) ∧ secondAuntOf(C,B) → nieceOf(A,C) ∧ auntOf(C,A)","A→[girlSecondCousinOf]B←[secondAuntOf]C ⇒ A↔[nieceOf,auntOf]C",girlSecondCousinOf,secondAuntOf,nieceOf,auntOf,28,45,0.0020259026119672963,0.6222222222222222
"grandsonOf(A,B) ∧ sonOf(C,B) → nephewOf(A,C) ∧ uncleOf(C,A)","A→[grandsonOf]B←[sonOf]C ⇒ A↔[nephewOf,uncleOf]C",grandsonOf,sonOf,nephewOf,uncleOf,158,254,0.0114318790246726,0.6220472440944882
"granddaughterOf(A,B) ∧ granddaughterOf(C,B) → sisterOf(A,C) ∧ sisterOf(C,A)","A→[granddaughterOf]B←[granddaughterOf]C ⇒ A↔[sisterOf,sisterOf]C",granddaughterOf,granddaughterOf,sisterOf,sisterOf,386,622,0.02792851457926344,0.6205787781350482
